status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
428168350689404_498929566946615,This may be the best EVER question to Hillary's people... I bet Clinton is FUMING after this.,BOOM: Dana Perino BURNS Clinton Camp With 1 Twitter Question,link,http://conservativetribune.com/boom-dana-perino-burns/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-23&utm_campaign=manualpost,2016-02-23 13:00:00,4,1,1
428168350689404_498927323613506,"Finally, Jeb says something interesting...",VIDEO: Jeb Bush Asked If He Would Be Trump's VP... His Answer Left Reporters In Stitches,link,http://conservativetribune.com/video-jeb-bush-asked/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-23&utm_campaign=manualpost,2016-02-23 12:30:01,13,16,4
428168350689404_498927730280132,"Whoa. Everything was going fine when out of nowhere, this LIVE broadcast took an unexpected turn for the worse...","Watch: Things Go Horribly Wrong On Live TV For This Female Broadcaster- 'I'm So Sorry, I'm Going...",link,http://www.westernjournalism.com/watch-things-go-horribly-wrong-on-live-tv-for-this-female-broadcaster-im-so-sorry-im-going-to/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-23&utm_campaign=manualpost,2016-02-23 12:00:01,8,2,1
428168350689404_498917386947833,"The star of this hit TV show just dropped a presidential endorsement that has a lot of people talking, and many people are NOT going to like it...

Do you support this television star's presidential pick?",Wow: 'American Chopper' Star Paul Teutul Has A Major Announcement About 2016 Race,link,http://www.westernjournalism.com/wow-american-chopper-star-paul-teutul-has-a-major-announcement-about-2016-race/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-23&utm_campaign=manualpost,2016-02-23 11:30:00,312,33,42
428168350689404_498916716947900,I do have one question. Will you help bring down gas prices by building new refineries to keep up with the demand. I know that we are trying to produce more fuel with the same refineries from the 1960's. No new refineries have been built since but they do keep upgrading the old ones to keep up yet we export more oil then we import. I feel this is an issue and is destroying small business.,,status,,2016-02-23 11:03:04,0,0,0
428168350689404_757726561025994,"https://www.youtube.com/watch?v=o1JOFhfoAD4


This should be TRUMPs champaign theme when he is running against whatever democrate they choose for president of the USA.
Not that i support drinking alcohol, but that's not the point of the song!!!

I SUPPORT TRUMP!  AND I AM PROUD TO SAY SO!",Toby Keith - Beer For My Horses ft. Willie Nelson,video,https://www.youtube.com/watch?v=o1JOFhfoAD4,2016-02-23 10:15:49,1,1,0
428168350689404_498906823615556,https://www.youtube.com/watch?v=o1JOFhfoAD4,,status,,2016-02-23 10:12:29,1,1,0
428168350689404_498905726948999,Every day and night i pray to God to help donald trump to become a president of USA ' oh GOD help him and see him he  is the only  one who can save USA and who can save USA with only one heart so GOD help our man to be a president in 2016 .Trump oyeeeeeeee .Go on u will win .GOOD LUK,,status,,2016-02-23 10:08:00,0,0,0
428168350689404_498846356954936,Cruz had all his RECORDS SEALED LIKE Obama.,,status,,2016-02-23 07:10:08,1,1,0
428168350689404_132159770506283,"CAUCUSES IN NEVADA - ""GAMBLING STATE"" FOR TRUMP

","Caucuses in Nevada - ""gambling state"" for Trump",link,http://katehon.com/agenda/caucuses-nevada-gambling-state-trump,2016-02-23 06:52:56,1,1,0
428168350689404_571108926378784,"THE SILENT WAR
For and on behalf of our fellow county men and women who are TRAPPED in South Africa, I write as a representative of an international coalition of humanitarian bodies, wishing to see international attention, solution and aid directed to a dire state of affairs that seems to be ignored by the international community.
The South African government under the ruling African National Congress party, as well as their immediate opposition party, the Democratic Alliance, have in recent months, through various public statements, at public meetings and via media, confirmed a long suspected agenda for the eradication and extermination of the “white” / “European” population of South Africa.
Many “white” / “European” farmers along with their families, have already been murdered, some in a most violent fashion, with death often following much torture.
Those who are not murdered are being left to starve to death due to further marginalization caused by post Apartheid policies of Black Economic Empowerment, which excludes all “white” / “European” people from obtaining employment. This is further compounded by the fact that all forms of social support in the form of benefits / social welfare / housing, is completely off limits to “white” / “European” people, resulting in over a million “white” / “European” people now living in illegal squatter camps, many without electricity, sanitation and running water.
Since 1994, over 2 million “white” / “European” South Africans have now fled from South Africa, seeing refuge in foreign lands, often leaving their families behind, in search of better survival opportunities. For those who have been fortunate enough to be in possession of European / British passports due to birth or immediate ancestry, they have been afforded the opportunity to flee South Africa.
Unfortunately the fact remains that for many “white” / “European” South Africans who have descended from the original European settlers, the opportunity to flee from South Africa is closed to them due to the restrictions around having a travel document that is known as a South African passport. Incidentally, despite being born in South Africa, having South African citizenship and a South African passport, as well as the legal right to live and work in South Africa, the South African government has decided that all “white” / “European” people in South Africa, are to be eliminated from the job market, are to be excluded from all forms of aid and social welfare, and are furthermore to be exterminated. There is no future for “white” / “European” South Africans in South Africa, as it is very clear they are not wanted there, as more than a million have been brutally murdered since 1994, when the African National Congress government took control of South Africa.
Everybody has the right to seek survival, to seek a better life, to seek opportunities. The right to survive should not be determined by paperwork. Those “white” / “European” South Africans wishing to return to Europe, should be allowed to do so irrespective of whether they hold the right passport. It is now public knowledge that there is a strategic genocide going on against the “white” / “European” people’s of South Africa. It is absolutely immoral for European State heads to turn their backs on their own people, who are trapped in a foreign land, and who will eventually be killed or be starved out under the current policies of Black Economic Empowerment.
It was the Dutch who first settled at the Cape in 1652 to establish a refreshment station for ships passing around the tip of Africa, to refresh during their long voyage to India along the lucrative trade routes. It was due to expansion and colonization that many European descendants are still trapped in now hostile former colonies.
We implore the Dutch Government, and indeed the European Union, to lift the restrictions to “white” / “European” South Africans with South African passports. A small book and pieces of paper should not determine whether a person has the right to survive. Those South Africans, who seek refuge, and who’s lives are under threat, should be allowed to relocate themselves to Holland or other places within the European Union, as that is where their ancestors originated from.
As refugees pour into Europe from other parts of the world, we ask that the “white” / “European” refugees stranded in South Africa, unable to relocate due to passport restrictions on South African Passports, be granted the right to relocate to the place where their ancestors originated, being Europe.
Those who have the means, skills and resources to relocate, should be given the opportunity to do so in accordance with United Nations Human Rights law, and not be marginalized due to unethical and paralyzing processes.
Furthermore, there is a need for aid relief to be directed to those who are currently stranded in illegal squatter camps. The conditions of these camps are worse than the Concentration Camps* of the Anglo Boer Wars at the turn of the twentieth century, and indeed, many people refer to these illegal squatter camps as Concentration Camps.
*Please reference the conditions of the Anglo Boer war Concentration Camp system as highlighted by Emily Hobhouse and the Fawcett Commission https://en.wikipedia.org/wiki/Emily_Hobhouse.
Several cases for genocide in South Africans against the descendants of the European settlers and farmers have already been brought to the International Criminal Courts in The Hague. However the recent move by the South African government to remove itself from the treaty which would make them liable to be brought before the International Criminal Court for crimes against humanity, has stifled efforts to gain international support / aid / attention to the situation, as the South African government can no longer be held accountable before the International Criminal Court.
What will you do? 
Will the world just stand by and let 4 million people starve or be murdered?
Please do not ignore this situation. It is serious and they need help.
For and on behalf of 
The good hard working suffering people of 
SOUTH AFRICA,
With Respect and Gratitude
The Boer Nation,
Americans Against White Genocide in South Africa,
Independence Commission Africa,
International Monitoring Commission for Human Rights","Emily Hobhouse - Wikipedia, the free encyclopedia",link,https://en.wikipedia.org/wiki/Emily_Hobhouse,2016-02-23 05:35:23,1,1,0
428168350689404_498819380290967,"before you think of imprisoning  mugabe and museven first fight the evil of homosexuality  nonsense, how can u feel bathered about uganda when america is rotting dense",,status,,2016-02-23 04:57:45,1,1,0
428168350689404_978165935564490,,,photo,https://www.facebook.com/photo.php?fbid=978165935564490&set=o.428168350689404&type=3,2016-02-23 02:01:00,1,1,0
428168350689404_498749406964631,"Galatians 6:7-921st Century King James Version (KJ21)

7 Be not deceived, God is not mocked; for whatsoever a man soweth, that shall he also reap.
8 For he that soweth to his flesh shall of the flesh reap corruption; but he that soweth to the Spirit shall of the Spirit reap life everlasting.
9 And let us not be weary in welldoing, for in due season we shall reap, if we faint not.",,status,,2016-02-23 00:50:23,1,2,0
428168350689404_994267130648223,First let me take a selfie then start recording like everyone else does,,photo,https://www.facebook.com/photo.php?fbid=994267130648223&set=o.428168350689404&type=3,2016-02-23 00:25:02,1,3,0
428168350689404_498652540307651,"Wow! Perhaps the most intriguing thing to come out of the South Carolina's primary other than Trump's sizable win is the fact that over half of GOP voters said that they felt betrayed by the Republican Party.

Seeing and hearing this, Reince Priebus, the chairman of the RNC, had this to say...

As a conservative, do you feel betrayed by the Republican Party?",53% Of GOP Voters Feel 'Betrayed' By The Republican Party... Here's How The Chairman Responded,link,http://www.tpnn.com/2016/02/22/53-gop-voters-feel-betrayed-republican-party-heres-chairman-responded/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 23:30:00,179,95,14
428168350689404_498628900310015,"This Islamic State group jihadist was caught on video trying to send a rocket out a hole in the wall. Moments later, he got hit with an epic ""back blast.""

If only this would happen to more ISIS savages...","ISIS Jihadist Sends Rocket Out Hole In Wall... Gets EPIC Lesson In ""Back Blast""",link,http://conservativetribune.com/isis-jihadist-wall/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 22:30:01,104,20,12
428168350689404_498660340306871,"Hillary Clinton's recent victory over Bernie Sanders in Nevada looks very suspicious after this photo was revealed. Many will be shouting 'fraud!'

Do you think this is an illegitimate victory for Hillary?",Photo Emerges Of What Really Helped Hillary Win Nevada... So Much For Democracy,link,http://www.westernjournalism.com/photo-emerges-of-what-really-helped-hillary-win-nevada-so-much-for-democracy/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 22:00:01,44,30,14
428168350689404_498651036974468,"Obama may have just sent his most terrifying message... and it was to this little girl.

This is just horrible.",Little Girl Cries Over Obama Leaving Office Next Year... Obama Sends Her a Spine-Tingling Response,link,http://conservativetribune.com/little-girl-cries-obama/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 21:30:01,19,37,11
428168350689404_498707896968782,"I am consider middle class and work as a payroll manager, I get very upset watching people not pay in much taxes but receive a shit load back, 5 times what they paid in. I don't think that it is fair for the wealthy to pay so much in taxes versus an average paid employee. Everyone should have to pay the same percentage and do away with federal refunds. Yes you should have to file to make sure that everybody has paid in their percent, just saying. If you have a $600 iPhone, diamonds on every finger and ears then they should not be allowed any government assistance. Give enough assistance for one child, after that they are on their own. If you can't feed them, then don't breed them",,status,,2016-02-22 21:24:58,1,1,0
428168350689404_498705983635640,Can you just stop being a bitch and back away for being president. You going to Fuck up. You going to Fuck up America,,status,,2016-02-22 21:20:57,1,1,0
428168350689404_498654170307488,"Trump and the Pope really got into it right before the South Carolina primary. It all started when the Pope suggested that 'The Donald' was not a Christian. Trump responded firmly, and a lot of political pundits thought that it would hurt him.

But how South Carolina's most Catholic county voted definitely says A LOT!

Do you think Trump did the right thing by defending himself against the Pope?","After Trump's War Of Words With The Pope, Here's How South Carolina's Most Catholic County Voted",link,http://www.tpnn.com/2016/02/22/trumps-war-words-pope-heres-south-carolinas-catholic-county-voted/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 21:00:00,167,60,9
428168350689404_498698450303060,"Mr Trump, I am using my wife's face book to inform you that our town, for the first time in its history, is conducting a republican caucus on Saturday, the 5th of March. I am posting this as an individual, not an agent of any organization or office, but wanted to invite you to attend. The caucus will be held at the Knox Central High School, Barbourville, Kentucky.  Respectfully Yours, Bob Lewis",,status,,2016-02-22 20:39:26,0,0,0
428168350689404_498650343641204,"A DNA test was just conducted on Bristol Palin's baby, Sailor. The results are causing a firestorm, and it's just getting started...

Should Bristol Palin have full custody of Sailor?",A DNA Test Just Revealed The Father Of Bristol Palin's New Baby... Controversy Erupts,link,http://www.westernjournalism.com/a-dna-test-just-revealed-the-father-of-bristol-palins-new-baby-controversy-erupts/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 20:30:00,36,37,2
428168350689404_10204663896271278,"http://www.wnd.com/2016/02/senator-warns-canadas-tripling-syrian-refugee-flow/?cat_orig=us    Sen. Ron Johnson (R-Wisc.) said he’s “concerned” Canada’s new prime minister, Justin Trudeau, has tripled the number of Syrian refugees allowed in the country, putting at risk the United States for potential terrorists to cross the border. He was asked by John Catsimatidis, the host of “The Cats Rou…
WND.COM",Senator warns Canada tripling Syrian refugee flow,link,http://www.wnd.com/2016/02/senator-warns-canadas-tripling-syrian-refugee-flow/?cat_orig=us,2016-02-22 20:08:00,0,0,0
428168350689404_498653890307516,"Wow. One of Donald Trump's most trusted advisers was just revealed, and he's a HUGE name in politics. Many voters will be glad that Trump trusts him for advice... you'll know why immediately.

Should Donald Trump listen to this unexpected adviser?",Trump's Big-Name Adviser Will Have Many Cheering- 'I Consider His Counsel Very Important...',link,http://www.westernjournalism.com/trumps-big-name-adviser-will-have-many-cheering-i-consider-his-counsel-very-important/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 20:00:00,489,54,53
428168350689404_498604800312425,"Ouch! I think it's safe to say that this conservative congressman is no fan of Marco Rubio. He absolutely obliterated him here with these eye-opening remarks. It'll take a while for Rubio's wounds to heal after this...

Do you think that Rubio is still far too young and inexperienced to be President?",Conservative Congressman Unleashes SCORCHING Attack On Rubio: 'It's Embarrassing To...',link,http://www.tpnn.com/2016/02/22/conservative-congressman-unleashes-scorching-attack-on-marco-rubio-heres-why/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 19:30:00,129,55,14
428168350689404_10153433123551094,"5776-ANTI SEMITES kerry AND abu-mazen 
abbas=EXERCISE IN FUTILITY
MY DEAR FRIENDS:
ANTI SEMITE HERR obama's kerry and 
abu-mazen abbas=2 who embolden 
muslim MURDER and violence against 
JEWs in ISRAEL and worldwide.
Both are complicitous and collaborators  
in the alarming escalation of violent acts 
against JEWs that have increased 
significantly during the past year and since 
HERR obama became Pres.
There is muslim terror against JEWs in
ISRAEL today 24/7.
I TOLD YOU!!
AM YISROEL CHAI
ISRAEL=JEWISH
NEVER AGAIN
NEVER FORGET
JUDY
  

","Kerry Meets With Abbas, Urges End to Violence",link,http://www.voanews.com/content/kerry-meets-with-abbas-urges-end-to-violence/3200700.html,2016-02-22 19:26:49,0,0,0
428168350689404_498681946971377,"Cruz admits that all the mistakes in his campaign is by his workers...A GOOD LEADER has more control over his people.. If he can not control people that are closest to him, how can he control the country ?",,status,,2016-02-22 19:04:41,0,0,0
428168350689404_498626053643633,"Glenn Beck is a harsh critic of Donald Trump, and when he heard that 'The Donald' had won South Carolina, Beck IMMEDIATELY urged his fellow Christians to do something that SHOCKED everyone...

Do you agree with Glenn Beck's reaction?",Wow: Glenn Beck Reacts To Trump's SC Victory- Instantly Tells Christians To Do Something Surprising,link,http://www.westernjournalism.com/wow-glenn-beck-reacts-to-trumps-sc-victory-instantly-tells-christians-to-do-something-surprising/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 19:00:00,62,275,11
428168350689404_498681276971444,Watched Trump JR.. on you tube in Elko Nv.. Damm this boy is good.. I think that in 8 years after Trump takes office.. I can see another 8 years of a Trump with Donald JR,,status,,2016-02-22 18:59:53,0,0,0
428168350689404_498651203641118,"Ted Cruz has been accused of using ""dirty tricks"" by his competition and it looks like those tricks just caught up with his campaign.

NOBODY saw this announcement coming...",BREAKING: Scandal Forces Ted Cruz To Make SHOCKING Campaign Announcement,link,http://conservativetribune.com/scandal-cruz-shocking/?utm_source=Facebook&utm_medium=TedCruzIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 18:30:00,143,52,45
428168350689404_498658833640355,we need help in our country uganda,,status,,2016-02-22 18:23:00,1,2,0
428168350689404_498626326976939,"A lot of the so called political 'experts' predicted that Donald J. Trump would struggle with Evangelical voters in South Carolina. Much to their surprise, the complete opposite happened.

Evangelical voters in South Carolina stunned the whole nation, and this Christian broadcaster hit the nail on the head as to why!

Do you agree with him?",Christian Broadcaster Reveals The REAL Reason Evangelicals In South Carolina Surprised Everyone,link,http://www.tpnn.com/2016/02/22/christian-broadcaster-reveals-real-reason-evangelicals-south-carolina-surprised-everyone/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 18:00:01,154,17,11
428168350689404_498603416979230,This gave me CHILLS...,Bible Page Found Fused to Steel From World Trade Center... What It Said Will Blow Your Mind,link,http://conservativetribune.com/bible-page/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 17:30:00,521,22,174
428168350689404_498629020310003,"Oh boy. NOBODY fights like Donald J. Trump...

The terrorists are shaking in their Shariah boots right now...",Trump Suggests New Plan to Fight Terrorists With The Blood of THIS Farm Animal,link,http://conservativetribune.com/trump-terrorists-blood-animal/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 17:00:01,225,37,24
428168350689404_498602740312631,"You've probably noticed white spots on your own fingernails or on someone else's and might not have thought much about it.
But here's what those white sports on your fingernail actually mean.

Did you know about this?","If You See A White Spot On Your Fingernail, Not A Black One, Here's What It Means",link,http://www.tpnn.com/2016/02/22/see-white-spot-fingernail-heres-means/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 16:30:00,21,11,6
428168350689404_498588846980687,"The GOP establishment is panicking over this Trump news...

This means that the establishment have to go nuclear... or SURRENDER.",REPORT: Trump's Epic Win Just Put The GOP Establishment In Full Panic Mode,link,http://conservativetribune.com/trumps-epic-win/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 15:30:00,321,36,16
428168350689404_1555204111473355,https://www.facebook.com/GOPTOHELL/photos/a.351397425046243.1073741890.143539522498702/466464653539519/?type=3&theater,This toolkit will send the GOP to Hell,photo,https://www.facebook.com/GOPTOHELL/photos/a.351397425046243.1073741890.143539522498702/466464653539519/?type=3,2016-02-22 15:03:27,0,0,0
428168350689404_1555203824806717,https://www.facebook.com/GOPTOHELL/photos/a.351397425046243.1073741890.143539522498702/466464653539519/?type=3&theater,This toolkit will send the GOP to Hell,photo,https://www.facebook.com/GOPTOHELL/photos/a.351397425046243.1073741890.143539522498702/466464653539519/?type=3,2016-02-22 15:02:38,0,0,0
428168350689404_1555203358140097,https://www.facebook.com/GOPTOHELL/photos/a.351397425046243.1073741890.143539522498702/466464653539519/?type=3&theater,This toolkit will send the GOP to Hell,photo,https://www.facebook.com/GOPTOHELL/photos/a.351397425046243.1073741890.143539522498702/466464653539519/?type=3,2016-02-22 15:00:35,0,0,0
428168350689404_498580736981498,"Chick-fil-A's support of traditional values has made the popular restaurant chain a HUGE target for liberals. Supporters of Chick-fil-A are going to be shaking their heads over the latest controversy...

Does the country need more Chick-fil-A restaurants?",Chick-fil-A Customers Are FURIOUS After Hearing This Unexpected Announcement...,link,http://www.westernjournalism.com/chick-fil-a-customers-are-furious-after-hearing-this-unexpected-announcement/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 15:00:00,89,40,7
428168350689404_498577933648445,"CLASSIC Donald...

Did you expect Donald J. Trump to do this?",VIDEO: Protester Cuts Lights at Rally... Crowd Goes Crazy at Trump's STUNNING Response,link,http://conservativetribune.com/protester-cuts-lights-trumps/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 14:30:00,166,21,17
428168350689404_10204527510222787,,,photo,https://www.facebook.com/photo.php?fbid=10204527510222787&set=o.428168350689404&type=3,2016-02-22 14:21:35,0,0,2
428168350689404_10204527509782776,,,photo,https://www.facebook.com/photo.php?fbid=10204527509782776&set=o.428168350689404&type=3,2016-02-22 14:21:26,0,0,0
428168350689404_498569953649243,"The Marine who was beaten mercilessly at a McDonalds isn't out of the woods yet...

He just got some news he NEVER expected...",UPDATE: Hero Marine Attacked By Thugs At McDonald's Just Got Life-Changing News,link,http://conservativetribune.com/marine-attacked-thugs-news/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 14:00:01,232,26,34
428168350689404_10204527368499244,,,photo,https://www.facebook.com/photo.php?fbid=10204527368499244&set=o.428168350689404&type=3,2016-02-22 13:45:53,1,0,0
428168350689404_498566773649561,"Fresh off his runaway win in the South Carolina primary, Donald Trump says he's ready to rock Nevada next. And now, Trump is getting help in his attempted take-down of rival Ted Cruz. This could be BIG...

Do you think Trump is on his way to becoming the GOP nominee?",The Trump Train Gains Steam Just As Cruz Eligibility Issue Hits A Potentially Dangerous Curve,link,http://www.tpnn.com/2016/02/22/the-trump-train-gains-steam-just-as-cruz-eligibility-issue-hits-a-potentially-dangerous-curve/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 13:30:01,630,142,33
428168350689404_498564150316490,"I've got to say this Fox News commentator made a really great point about Obama and the late Justice Scalia. She certainly didn't win any points with the White House for this...OUCH!

Do you agree with Andrea Tantaros here?",Fox News' Andrea Tantaros Has A Totally Different Take On Obama's Skipping Scalia's Funeral...Wow,link,http://www.tpnn.com/2016/02/22/fox-news-andrea-tantaros-has-a-totally-different-take-on-obamas-skipping-scalias-funeral-wow/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 13:00:01,437,52,42
428168350689404_498566273649611,"Donald J. Trump has always been a well-dressed man. So why, many have wondered, isn't The Donald buttoning his suit jacket when he's campaigning?

One of Trump's former aides has revealed the reason, and it's more disturbing than you'd expect.",Here's The Reason Why Donald Trump Doesn't Button His Suit Jacket,link,http://conservativetribune.com/donald-trump-suit-jacket/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 12:30:00,72,38,5
428168350689404_498563696983202,"This man couldn't figure out why he was getting so much attention at the store...

Then a clerk taps on his shoulder...","Dad Sees Everyone Staring At Him In Store... Seconds Later, Sales Clerk Goes Above And Beyond",link,http://conservativetribune.com/dad-everyone-sales-clerk/?utm_source=Facebook&utm_medium=DonaldTrumpIsTheMan&utm_content=2016-02-22&utm_campaign=manualpost,2016-02-22 12:00:02,752,27,116
428168350689404_960344210668305,,,photo,https://www.facebook.com/photo.php?fbid=960344210668305&set=o.428168350689404&type=3,2016-02-22 11:34:28,0,0,0
428168350689404_1002793419768355,"#DonaldTrump and #WineLovers well....here it is!! The ultimate Trump tees!! Share Now!! 
Let's sell 50 of these babies!! 
Styles for men and women, tons of colors! Order 2 or more and enjoy FREE SHIPPING!
https://teespring.com/trump-fans-and-wine",TRUMP FANS AND WINE!,link,https://teespring.com/trump-fans-and-wine,2016-02-22 10:54:13,1,2,0
428168350689404_498535483652690,if you become the president take me train me to be a hitman I want to deal with africans dictators  I wana clear them all,,status,,2016-02-22 09:33:28,1,2,0
428168350689404_498532350319670,"U have done nt yet any thing 4 yo ctry and u coming out dat yo wana say dat our presido deserves prison bt 4 u deserve ""HELL"". Diz showz dat u wa behind removing our presido in order 2 steal our OIL. Bt we wont accept yo sentiments in our ctry coz dea is avery big distance from yo ctry 2 ours so style up man. And 2 da Americans if u vote dat rascal as yo presdo, u will end up regreting.",,status,,2016-02-22 09:25:38,1,4,0
428168350689404_130252704030323,"HILLARY CLINTON IS ROLLING IN BIG CASH FROM BIG PHARMA
",Hillary Clinton is rolling in Big Cash from Big Pharma,link,http://katehon.com/news/hillary-clinton-rolling-big-cash-big-pharma,2016-02-22 09:15:40,1,1,0
428168350689404_1711104402445933,Rubio is NOT eligible to run for office. https://publiushul.wordpress.com./category/natural-born-citizen/ This video tells how Cruz &Rubio are not eligible Listen til the end Hope this helps.,WordPress.com,link,https://publiushul.wordpress.com/,2016-02-22 03:16:01,2,3,0
428168350689404_1285886864758603,,,photo,https://www.facebook.com/photo.php?fbid=1285886864758603&set=o.428168350689404&type=3,2016-02-21 22:56:48,1,2,0
428168350689404_1285886791425277,,,photo,https://www.facebook.com/photo.php?fbid=1285886791425277&set=o.428168350689404&type=3,2016-02-21 22:56:13,1,1,0
428168350689404_1062693220435468,,,photo,https://www.facebook.com/photo.php?fbid=1062693220435468&set=o.428168350689404&type=3,2016-02-21 20:43:12,2,2,0
428168350689404_498359540336951,"The Carrier story is great..But all my friends say ""That 35% won't hurt Carrier because Carrier will just add the cost to the american consumer""  Then I have to explain that Carrier would not do that because they would price themselves out of the market, and people would buy Trane etc. Then the say Oh now I understand...
PLEASE expand on the story, because I am sure there are people out there hearing your speeches that think the same as my friends.
Thanks  TRUMP ALL THE WAY",,status,,2016-02-21 20:00:28,1,1,0
428168350689404_1292367297443877,"Clinton Reaches Out to An Iranian Front Group for Campaign Donations
Why not? Obama was so useful to the Islamic Republic, and Clinton promises just more of the same.
When you see who Hillary takes money from, you have to wonder what she will do in return. She is already a known threat to our national security.
The National Iranian American Council (NIAC) aggressively lobbies on behalf of the Iranian government likely with direct communications to Tehran itself.
This group has ties to Hollywood, industry, Silicon Valley and the White House.
Iran’s representatives in the US will certainly expect favors for their donations.",,photo,https://www.facebook.com/photo.php?fbid=1292367297443877&set=o.428168350689404&type=3,2016-02-21 19:39:09,1,1,0
428168350689404_498334620339443,Trump will make America HATE again,,status,,2016-02-21 19:10:35,1,1,0
428168350689404_10205478535306962,I can't stop making these posters.....,,photo,https://www.facebook.com/photo.php?fbid=10205478535306962&set=o.428168350689404&type=3,2016-02-21 18:42:14,2,1,0
428168350689404_977459228968494,,,photo,https://www.facebook.com/photo.php?fbid=977459228968494&set=o.428168350689404&type=3,2016-02-21 18:23:33,1,1,0
428168350689404_1139170346102042,"Dit is de zoon van Donald Trump die er een hobby aan heeft dieren af te schieten op een afstand..een laffe wanne be hero.
Deel deze foto zodat men kan zien wat lafaards met te veel geld doen in hun vrije tijd.",,photo,https://www.facebook.com/photo.php?fbid=1139170346102042&set=o.428168350689404&type=3,2016-02-21 17:40:49,1,2,13
428168350689404_1554566901537076,,,photo,https://www.facebook.com/photo.php?fbid=1554566901537076&set=o.428168350689404&type=3,2016-02-21 17:40:16,1,1,0
428168350689404_1139169809435429,"Dit is de zoon van Donald Trump die er een hobby aan heeft dieren af te schieten op een afstand..een laffe wanne be hero.
Deel deze foto zodat men kan zien wat lafaards met te veel geld doen in hun vrije tijd.",,photo,https://www.facebook.com/photo.php?fbid=1139169809435429&set=o.428168350689404&type=3,2016-02-21 17:39:15,1,1,0
428168350689404_906277012825539,"Congratulations on  your big win Mr Trump!  Here is my Fan Fiction Book that I wrote last fall. Hope you like it! ""Protecting Donald Trump"" http://amzn.to/1TyYKBg",Protecting Donald Trump (Celebrity Supernatural Book 5),link,http://amzn.to/1TyYKBg,2016-02-21 17:35:54,0,0,0
428168350689404_957815380923103,Look Mr.trump this is a good sample of white people and Hispanic people!!!!!!!,,photo,https://www.facebook.com/photo.php?fbid=957815380923103&set=o.428168350689404&type=3,2016-02-21 17:28:18,3,1,1
428168350689404_498299007009671,"Clinton - Mr. Trump - The farmer
Trumpf is actually Javrej who took the Catholic faith. So the story of the people. The Pope is always right. I also know that real Americans Indians and all others are immigrants, occupiers American countries. If you refuse to go to clean up America, cleans it, then by all and let the Indians to live independently.",,status,,2016-02-21 17:02:11,0,0,0
